"","cp","prov","month","location","unemployement","men_s24","men_b24_44","men_g44","women_s24","women_b24_44","women_g44","agriculture","industry","construction","services","previously_unemployed"
"259",3078,"ALICANTE/ALACANT","Abril","HONDON DE LOS FRAILES",57,0,10,16,1,18,12,4,12,8,31,2
"260",3079,"ALICANTE/ALACANT","Abril","IBI",2322,83,380,384,87,526,862,51,951,113,1082,125
"261",3080,"ALICANTE/ALACANT","Abril","JACARILLA",153,5,20,38,7,30,53,5,32,17,92,7
"262",3081,"ALICANTE/ALACANT","Abril","JALON/XALÓ",156,4,28,52,5,27,40,2,7,16,128,3
"263",3082,"ALICANTE/ALACANT","Abril","JAVEA/XABIA",1828,79,342,376,87,448,496,17,55,219,1434,103
"264",3083,"ALICANTE/ALACANT","Abril","JIJONA/XIXONA",531,51,98,105,35,114,128,5,264,36,204,22
"265",3085,"ALICANTE/ALACANT","Abril","LLIBER",27,1,8,4,1,4,9,NA,NA,5,19,3
"266",3084,"ALICANTE/ALACANT","Abril","LORCHA/ORXA, L'",37,1,8,10,NA,4,14,1,15,5,16,NA
"267",3086,"ALICANTE/ALACANT","Abril","MILLENA",8,NA,1,3,1,0,3,0,2,0,6,NA
"268",3088,"ALICANTE/ALACANT","Abril","MONFORTE DEL CID",689,34,147,134,37,194,143,207,87,64,292,39
"269",3089,"ALICANTE/ALACANT","Abril","MONOVAR/MONOVER",1469,51,239,353,38,302,486,58,560,95,688,68
"270",3903,"ALICANTE/ALACANT","Abril","MONTESINOS, LOS",387,16,56,88,29,103,95,12,28,48,292,7
"271",3091,"ALICANTE/ALACANT","Abril","MURLA",25,NA,5,5,1,6,8,NA,3,NA,20,2
"272",3092,"ALICANTE/ALACANT","Abril","MURO DE ALCOY",775,29,124,159,13,192,258,25,197,53,462,38
"273",3090,"ALICANTE/ALACANT","Abril","MUTXAMEL",1935,60,368,468,57,501,481,42,151,205,1469,68
"274",3093,"ALICANTE/ALACANT","Abril","NOVELDA",2675,108,492,672,74,587,742,470,574,234,1208,189
"275",3094,"ALICANTE/ALACANT","Abril","NUCIA, LA",1379,72,247,259,57,357,387,14,41,114,1179,31
"276",3095,"ALICANTE/ALACANT","Abril","ONDARA",647,31,105,169,20,134,188,8,32,78,496,33
"277",3096,"ALICANTE/ALACANT","Abril","ONIL",725,26,110,146,17,178,248,12,339,36,303,35
"278",3097,"ALICANTE/ALACANT","Abril","ORBA",99,3,20,23,3,23,27,1,2,10,82,4
"279",3099,"ALICANTE/ALACANT","Abril","ORIHUELA",5591,207,891,1334,198,1266,1695,288,643,773,3561,326
"280",3098,"ALICANTE/ALACANT","Abril","ORXETA",68,3,11,18,2,18,16,2,4,4,58,NA
"281",3100,"ALICANTE/ALACANT","Abril","PARCENT",47,5,4,16,2,6,14,NA,NA,8,38,1
"282",3101,"ALICANTE/ALACANT","Abril","PEDREGUER",583,22,73,168,18,142,160,11,48,52,442,30
"283",3102,"ALICANTE/ALACANT","Abril","PEGO",638,35,109,134,35,163,162,49,37,78,442,32
"284",3103,"ALICANTE/ALACANT","Abril","PENAGUILA",18,2,3,5,1,3,4,1,0,2,13,2
"285",3104,"ALICANTE/ALACANT","Abril","PETRER",4351,187,616,885,122,835,1706,66,1706,248,2094,237
"286",3902,"ALICANTE/ALACANT","Abril","PILAR DE LA HORADADA",1184,63,201,238,73,324,285,107,65,148,839,25
"287",3105,"ALICANTE/ALACANT","Abril","PINOSO/PINÓS, EL",662,40,98,156,18,160,190,71,203,45,276,67
"288",3106,"ALICANTE/ALACANT","Abril","PLANES",44,0,9,17,1,6,11,5,12,8,18,1
"289",3901,"ALICANTE/ALACANT","Abril","POBLETS, ELS",130,7,26,26,3,30,38,0,6,18,102,4
"290",3107,"ALICANTE/ALACANT","Abril","POLOP",377,15,68,81,13,95,105,5,10,45,312,5
"291",3060,"ALICANTE/ALACANT","Abril","QUATRETONDETA",7,NA,2,2,NA,2,1,1,0,0,6,NA
"292",3109,"ALICANTE/ALACANT","Abril","RAFAL",407,19,72,88,12,103,113,27,67,76,212,25
"293",3110,"ALICANTE/ALACANT","Abril","RAFOL D'ALMUNIA, EL",14,0,2,3,1,8,0,NA,1,0,13,0
"294",3111,"ALICANTE/ALACANT","Abril","REDOVAN",835,36,140,166,23,222,248,36,151,136,452,60
"295",3112,"ALICANTE/ALACANT","Abril","RELLEU",69,3,13,18,0,15,20,6,5,9,46,3
"296",3113,"ALICANTE/ALACANT","Abril","ROJALES",713,27,131,169,40,147,199,21,64,112,499,17
"297",3114,"ALICANTE/ALACANT","Abril","ROMANA, LA",159,4,24,38,6,41,46,35,31,10,73,10
"298",3115,"ALICANTE/ALACANT","Abril","SAGRA",29,0,4,8,NA,6,11,1,2,5,19,2
"299",3116,"ALICANTE/ALACANT","Abril","SALINAS",190,7,26,31,7,43,76,2,67,9,103,9
"300",3117,"ALICANTE/ALACANT","Abril","SANET Y NEGRALS",35,4,4,8,0,7,12,1,4,3,25,2
"301",3118,"ALICANTE/ALACANT","Abril","SAN FULGENCIO",428,17,63,118,20,84,126,13,48,42,296,29
"302",3904,"ALICANTE/ALACANT","Abril","SAN ISIDRO",205,16,24,35,6,63,61,7,62,14,113,9
"303",3120,"ALICANTE/ALACANT","Abril","SAN MIGUEL DE SALINAS",374,25,53,89,14,88,105,15,20,49,270,20
"304",3121,"ALICANTE/ALACANT","Abril","SANTA POLA",3234,99,591,685,120,828,911,29,334,243,2513,115
"305",3119,"ALICANTE/ALACANT","Abril","SANT JOAN D'ALACANT",1927,66,375,385,64,476,561,26,97,190,1546,68
"306",3122,"ALICANTE/ALACANT","Abril","SAN VICENTE DEL RASPEIG/SANT VICENT DEL",5318,200,992,1047,178,1391,1510,75,418,570,4027,228
"307",3123,"ALICANTE/ALACANT","Abril","SAX",1063,41,165,208,46,251,352,41,400,55,485,82
"308",3124,"ALICANTE/ALACANT","Abril","SELLA",33,NA,12,7,1,10,3,1,4,2,24,2
"309",3125,"ALICANTE/ALACANT","Abril","SENIJA",45,0,7,10,1,13,14,3,1,4,35,2
"310",3127,"ALICANTE/ALACANT","Abril","TARBENA",33,1,6,12,1,6,7,0,2,3,27,1
"311",3128,"ALICANTE/ALACANT","Abril","TEULADA",641,32,108,122,21,183,175,13,26,69,514,19
"312",3129,"ALICANTE/ALACANT","Abril","TIBI",109,3,21,23,4,24,34,1,37,5,63,3
"313",3130,"ALICANTE/ALACANT","Abril","TOLLOS",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
"314",3131,"ALICANTE/ALACANT","Abril","TORMOS",16,1,2,2,NA,4,7,1,0,2,13,NA
"315",3132,"ALICANTE/ALACANT","Abril","TORREMANZANAS/TORRE DE LES MAÇANES, LA",50,4,5,11,2,11,17,2,18,4,26,NA
"316",3133,"ALICANTE/ALACANT","Abril","TORREVIEJA",9106,397,1458,2231,351,2113,2556,192,413,1073,7231,197
"317",3134,"ALICANTE/ALACANT","Abril","VALL D'ALCALA, LA",8,1,1,1,NA,1,4,NA,NA,NA,8,NA
"318",3135,"ALICANTE/ALACANT","Abril","VALL DE EBO",9,1,2,2,NA,0,4,1,NA,1,7,NA
"319",3136,"ALICANTE/ALACANT","Abril","VALL DE GALLINERA",34,0,6,12,2,5,9,5,2,2,25,0
"320",3137,"ALICANTE/ALACANT","Abril","VALL DE LAGUAR, LA",50,0,7,18,0,12,13,1,3,2,43,1
"321",3138,"ALICANTE/ALACANT","Abril","VERGER, EL",446,20,86,109,9,115,107,10,30,74,308,24
"322",3139,"ALICANTE/ALACANT","Abril","VILLAJOYOSA/VILA JOIOSA, LA",3944,227,731,834,164,973,1015,52,208,391,3094,199
"323",3140,"ALICANTE/ALACANT","Abril","VILLENA",3632,169,592,684,164,781,1242,275,917,243,1808,389
"324",4001,"ALMERIA","Abril","ABLA",91,4,15,34,2,24,12,10,3,10,62,6
"325",4002,"ALMERIA","Abril","ABRUCENA",89,5,12,22,9,25,16,12,4,14,53,6
"326",4003,"ALMERIA","Abril","ADRA",2672,111,443,485,151,832,650,436,81,246,1710,199
"327",4004,"ALMERIA","Abril","ALBANCHEZ",26,2,4,12,NA,6,2,1,4,0,20,1
"328",4005,"ALMERIA","Abril","ALBOLODUY",39,3,9,11,1,10,5,6,8,4,20,1
"329",4006,"ALMERIA","Abril","ALBOX",924,52,154,207,34,272,205,78,50,121,609,66
"330",4007,"ALMERIA","Abril","ALCOLEA",91,3,15,30,7,20,16,15,3,15,57,1
"331",4008,"ALMERIA","Abril","ALCONTAR",28,NA,2,14,4,4,4,5,3,4,15,1
"332",4009,"ALMERIA","Abril","ALCUDIA DE MONTEAGUD",8,1,0,5,NA,0,2,2,1,2,3,NA
"333",4010,"ALMERIA","Abril","ALHABIA",81,3,17,28,1,24,8,2,12,31,30,6
"334",4011,"ALMERIA","Abril","ALHAMA DE ALMERIA",396,17,70,89,15,113,92,19,39,43,261,34
"335",4012,"ALMERIA","Abril","ALICUN",27,2,3,9,NA,2,11,0,2,1,23,1
"336",4013,"ALMERIA","Abril","ALMERIA",22063,836,4401,4613,892,5935,5386,1338,670,2260,15552,2243
"337",4014,"ALMERIA","Abril","ALMOCITA",17,0,2,4,1,3,7,1,NA,1,14,1
"338",4015,"ALMERIA","Abril","ALSODUX",7,1,1,3,NA,1,1,1,0,1,5,NA
"339",4016,"ALMERIA","Abril","ANTAS",192,4,31,30,10,57,60,19,7,13,146,7
"340",4017,"ALMERIA","Abril","ARBOLEAS",170,7,38,37,15,45,28,13,11,32,102,12
"341",4018,"ALMERIA","Abril","ARMUÑA DE ALMANZORA",24,1,6,3,1,7,6,1,1,7,14,1
"342",4019,"ALMERIA","Abril","BACARES",14,1,3,1,2,1,6,1,2,0,10,1
"343",4904,"ALMERIA","Abril","BALANEGRA",232,8,35,43,6,86,54,49,5,13,154,11
"344",4020,"ALMERIA","Abril","BAYARCAL",24,2,6,8,0,6,2,2,NA,6,16,NA
"345",4021,"ALMERIA","Abril","BAYARQUE",17,2,1,2,1,8,3,0,0,6,10,1
"346",4022,"ALMERIA","Abril","BEDAR",52,4,9,14,1,14,10,0,5,6,38,3
"347",4023,"ALMERIA","Abril","BEIRES",7,NA,2,3,1,0,1,0,NA,2,5,NA
"348",4024,"ALMERIA","Abril","BENAHADUX",443,14,80,74,19,128,128,29,25,36,319,34
"349",4026,"ALMERIA","Abril","BENITAGLA",2,NA,0,2,NA,0,0,0,NA,NA,2,NA
"350",4027,"ALMERIA","Abril","BENIZALON",17,2,3,4,0,1,7,2,0,0,13,2
"351",4028,"ALMERIA","Abril","BENTARIQUE",18,0,3,8,NA,6,1,3,2,1,11,1
"352",4029,"ALMERIA","Abril","BERJA",1386,70,261,343,53,353,306,286,46,188,781,85
"353",4030,"ALMERIA","Abril","CANJAYAR",119,7,26,41,3,26,16,13,5,15,80,6
"354",4031,"ALMERIA","Abril","CANTORIA",256,9,43,70,7,59,68,16,16,32,175,17
"355",4032,"ALMERIA","Abril","CARBONERAS",858,48,164,177,21,255,193,101,66,82,560,49
"356",4033,"ALMERIA","Abril","CASTRO DE FILABRES",6,1,1,1,NA,1,2,1,NA,NA,5,NA
"357",4036,"ALMERIA","Abril","CHERCOS",25,NA,4,6,2,8,5,0,6,2,17,NA
"358",4037,"ALMERIA","Abril","CHIRIVEL",70,3,11,18,2,22,14,4,4,5,56,1
"359",4034,"ALMERIA","Abril","COBDAR",11,0,3,1,NA,5,2,1,1,0,9,NA
"360",4035,"ALMERIA","Abril","CUEVAS DEL ALMANZORA",1270,53,276,215,72,368,286,211,40,114,824,81
"361",4038,"ALMERIA","Abril","DALIAS",281,7,41,70,10,75,78,49,6,34,180,12
"362",4902,"ALMERIA","Abril","EJIDO, EL",6938,244,1280,1220,358,2183,1653,1488,187,407,4366,490
"363",4041,"ALMERIA","Abril","ENIX",27,1,8,6,NA,4,8,3,1,1,20,2
"364",4043,"ALMERIA","Abril","FELIX",43,5,6,14,NA,7,11,7,0,3,30,3
"365",4044,"ALMERIA","Abril","FINES",231,11,46,57,6,56,55,18,36,20,142,15
"366",4045,"ALMERIA","Abril","FIÑANA",174,7,34,54,7,47,25,27,16,14,106,11
"367",4046,"ALMERIA","Abril","FONDON",107,4,14,34,3,21,31,4,18,16,67,2
"368",4047,"ALMERIA","Abril","GADOR",400,26,82,87,23,101,81,47,30,37,242,44
"369",4048,"ALMERIA","Abril","GALLARDOS, LOS",171,8,21,33,6,48,55,14,3,16,129,9
"370",4049,"ALMERIA","Abril","GARRUCHA",1140,59,204,229,52,298,298,39,25,87,945,44
"371",4050,"ALMERIA","Abril","GERGAL",78,7,11,22,5,16,17,17,1,6,46,8
"372",4051,"ALMERIA","Abril","HUECIJA",39,0,7,12,0,13,7,2,5,4,28,NA
"373",4052,"ALMERIA","Abril","HUERCAL DE ALMERIA",1845,85,325,364,73,531,467,65,71,198,1374,137
"374",4053,"ALMERIA","Abril","HUERCAL-OVERA",1475,50,278,247,81,498,321,183,87,117,980,108
"375",4054,"ALMERIA","Abril","ILLAR",25,1,7,8,0,5,4,2,2,4,16,1
"376",4055,"ALMERIA","Abril","INSTINCION",25,1,5,9,0,5,5,1,NA,2,21,1
"377",4056,"ALMERIA","Abril","LAROYA",11,1,2,5,NA,1,2,1,0,2,8,NA
"378",4057,"ALMERIA","Abril","LAUJAR DE ANDARAX",174,8,32,50,3,31,50,18,16,25,113,2
"379",4058,"ALMERIA","Abril","LIJAR",40,2,6,12,2,13,5,1,3,4,30,2
"380",4059,"ALMERIA","Abril","LUBRIN",78,4,13,26,2,20,13,6,5,18,44,5
"381",4060,"ALMERIA","Abril","LUCAINENA DE LAS TORRES",66,NA,16,15,5,16,14,11,0,6,47,2
"382",4061,"ALMERIA","Abril","LUCAR",73,4,9,12,0,26,22,5,10,8,46,4
"383",4062,"ALMERIA","Abril","MACAEL",561,22,90,123,16,138,172,21,135,30,337,38
"384",4063,"ALMERIA","Abril","MARIA",58,0,12,13,2,18,13,4,9,3,41,1
"385",4064,"ALMERIA","Abril","MOJACAR",528,14,90,111,20,132,161,9,8,22,463,26
"386",4903,"ALMERIA","Abril","MOJONERA, LA",668,37,136,136,31,188,140,211,22,47,333,55
"387",4065,"ALMERIA","Abril","NACIMIENTO",26,0,3,6,0,5,12,5,10,1,10,0
"388",4066,"ALMERIA","Abril","NIJAR",2453,72,545,536,97,676,527,756,50,155,1351,141
"389",4067,"ALMERIA","Abril","OHANES",60,1,13,25,3,9,9,9,2,3,46,0
"390",4068,"ALMERIA","Abril","OLULA DE CASTRO",10,NA,4,3,0,1,2,2,1,1,5,1
"391",4069,"ALMERIA","Abril","OLULA DEL RIO",738,17,99,172,28,203,219,40,119,68,458,53
"392",4070,"ALMERIA","Abril","ORIA",92,9,20,25,4,16,18,12,6,7,60,7
"393",4071,"ALMERIA","Abril","PADULES",31,1,5,12,1,8,4,3,NA,6,22,0
"394",4072,"ALMERIA","Abril","PARTALOA",15,1,4,4,NA,3,3,0,2,1,11,1
"395",4073,"ALMERIA","Abril","PATERNA DEL RIO",32,4,4,11,0,8,5,0,1,4,26,1
"396",4074,"ALMERIA","Abril","PECHINA",517,28,96,116,25,135,117,57,21,55,333,51
"397",4075,"ALMERIA","Abril","PULPI",433,20,71,83,18,137,104,114,23,29,251,16
"398",4076,"ALMERIA","Abril","PURCHENA",147,5,33,26,3,40,40,8,27,23,82,7
"399",4077,"ALMERIA","Abril","RAGOL",13,0,0,4,1,3,5,2,NA,1,9,1
"400",4078,"ALMERIA","Abril","RIOJA",221,11,43,54,11,36,66,24,6,32,146,13
"401",4079,"ALMERIA","Abril","ROQUETAS DE MAR",10187,339,2022,1925,360,3052,2489,1202,308,1025,7056,596
"402",4080,"ALMERIA","Abril","SANTA CRUZ DE MARCHENA",16,2,3,7,0,1,3,3,2,4,6,1
"403",4081,"ALMERIA","Abril","SANTA FE DE MONDUJAR",53,1,13,13,4,15,7,5,2,6,38,2
"404",4082,"ALMERIA","Abril","SENES",25,0,5,10,1,4,5,3,NA,2,20,NA
"405",4083,"ALMERIA","Abril","SERON",147,10,24,36,6,35,36,7,22,15,95,8
"406",4084,"ALMERIA","Abril","SIERRO",36,3,10,10,1,6,6,1,8,7,18,2
"407",4085,"ALMERIA","Abril","SOMONTIN",27,NA,6,9,NA,4,8,1,2,3,21,0
"408",4086,"ALMERIA","Abril","SORBAS",221,16,41,60,8,56,40,17,20,36,127,21
"409",4087,"ALMERIA","Abril","SUFLI",25,1,4,9,0,7,4,1,3,6,15,NA
"410",4088,"ALMERIA","Abril","TABERNAS",460,21,87,122,25,119,86,79,24,37,298,22
"411",4089,"ALMERIA","Abril","TABERNO",58,7,12,10,1,16,12,3,6,6,37,6
"412",4090,"ALMERIA","Abril","TAHAL",15,0,4,4,1,1,5,1,0,1,13,0
"413",4091,"ALMERIA","Abril","TERQUE",34,3,6,6,2,7,10,0,2,3,23,6
"414",4092,"ALMERIA","Abril","TIJOLA",275,8,51,71,11,69,65,29,31,32,162,21
"415",4901,"ALMERIA","Abril","TRES VILLAS, LAS",35,4,5,16,0,6,4,5,1,6,21,2
"416",4093,"ALMERIA","Abril","TURRE",434,16,98,77,23,125,95,14,16,48,335,21
"417",4094,"ALMERIA","Abril","TURRILLAS",11,1,2,4,NA,3,1,1,NA,1,9,NA
"418",4095,"ALMERIA","Abril","ULEILA DEL CAMPO",72,3,17,23,1,15,13,5,7,11,46,3
"419",4096,"ALMERIA","Abril","URRACAL",23,NA,5,4,1,8,5,0,3,4,15,1
"420",4097,"ALMERIA","Abril","VELEFIQUE",18,1,4,6,NA,4,3,2,0,2,14,0
"421",4098,"ALMERIA","Abril","VELEZ-BLANCO",121,2,28,27,5,34,25,9,7,18,82,5
"422",4099,"ALMERIA","Abril","VELEZ-RUBIO",490,19,95,128,22,132,94,48,74,63,280,25
"423",4100,"ALMERIA","Abril","VERA",1646,71,297,332,57,469,420,139,55,148,1219,85
"424",4101,"ALMERIA","Abril","VIATOR",614,32,114,111,32,186,139,35,24,52,455,48
"425",4102,"ALMERIA","Abril","VICAR",2392,110,518,466,130,698,470,440,76,246,1456,174
"426",4103,"ALMERIA","Abril","ZURGENA",182,13,26,42,12,56,33,16,3,30,119,14
"427",1001,"ARABA/ALAVA","Abril","ALEGRIA-DULANTZI",180,9,37,39,7,56,32,10,23,10,113,24
"428",1002,"ARABA/ALAVA","Abril","AMURRIO",830,37,153,186,20,216,218,29,118,60,513,110
"429",1049,"ARABA/ALAVA","Abril","AÑANA",8,2,1,4,NA,1,0,NA,4,0,4,NA
"430",1003,"ARABA/ALAVA","Abril","ARAMAIO",18,2,0,10,NA,2,4,0,6,2,8,2
"431",1006,"ARABA/ALAVA","Abril","ARMIÑON",13,NA,0,7,0,3,3,0,1,0,12,NA
"432",1037,"ARABA/ALAVA","Abril","ARRAIA-MAEZTU",25,1,3,7,1,8,5,0,4,2,18,1
"433",1008,"ARABA/ALAVA","Abril","ARRAZUA-UBARRUNDIA",33,2,5,7,3,6,10,2,5,1,23,2
"434",1004,"ARABA/ALAVA","Abril","ARTZINIEGA",108,3,19,26,4,31,25,2,13,7,66,20
"435",1009,"ARABA/ALAVA","Abril","ASPARRENA",90,1,18,27,1,16,27,3,30,1,52,4
"436",1010,"ARABA/ALAVA","Abril","AYALA/AIARA",132,5,16,27,4,34,46,3,25,6,89,9
"437",1011,"ARABA/ALAVA","Abril","BAÑOS DE EBRO/MAÑUETA",6,2,0,1,1,0,2,5,1,0,0,0
"438",1013,"ARABA/ALAVA","Abril","BARRUNDIA",25,1,2,12,0,4,6,NA,5,3,17,0
"439",1014,"ARABA/ALAVA","Abril","BERANTEVILLA",13,NA,1,3,0,4,5,1,4,0,7,1
"440",1016,"ARABA/ALAVA","Abril","BERNEDO",19,2,6,6,NA,4,1,1,4,2,10,2
"441",1017,"ARABA/ALAVA","Abril","CAMPEZO/KANPEZU",53,0,13,10,3,16,11,3,6,3,35,6
"442",1021,"ARABA/ALAVA","Abril","ELBURGO/BURGELU",19,1,1,3,1,5,8,0,2,0,17,NA
"443",1022,"ARABA/ALAVA","Abril","ELCIEGO",37,2,8,8,2,9,8,12,7,1,15,2
"444",1023,"ARABA/ALAVA","Abril","ELVILLAR/BILAR",11,NA,2,0,2,4,3,2,0,NA,7,2
"445",1046,"ARABA/ALAVA","Abril","ERRIBERAGOITIA/RIBERA ALTA",37,0,4,7,3,12,11,2,2,2,28,3
"446",1056,"ARABA/ALAVA","Abril","HARANA/VALLE DE ARANA",7,1,1,2,NA,2,1,1,2,3,1,NA
"447",1901,"ARABA/ALAVA","Abril","IRUÑA OKA/IRUÑA DE OCA",183,1,38,27,8,54,55,6,18,8,127,24
"448",1027,"ARABA/ALAVA","Abril","IRURAIZ-GAUNA",15,1,4,3,1,3,3,0,3,1,11,NA
"449",1019,"ARABA/ALAVA","Abril","KRIPAN",6,NA,1,1,0,2,2,NA,1,0,5,NA
"450",1020,"ARABA/ALAVA","Abril","KUARTANGO",18,1,5,5,0,5,2,3,3,1,8,3
"451",1028,"ARABA/ALAVA","Abril","LABASTIDA/BASTIDA",106,7,15,20,7,37,20,32,11,5,48,10
"452",1030,"ARABA/ALAVA","Abril","LAGRAN",3,NA,0,2,NA,1,NA,NA,NA,2,1,NA
"453",1031,"ARABA/ALAVA","Abril","LAGUARDIA",71,7,16,11,2,25,10,5,10,3,45,8
"454",1032,"ARABA/ALAVA","Abril","LANCIEGO/LANTZIEGO",54,1,11,8,1,24,9,10,7,4,26,7
"455",1902,"ARABA/ALAVA","Abril","LANTARON",38,0,5,15,1,8,9,1,7,3,26,1
"456",1033,"ARABA/ALAVA","Abril","LAPUEBLA DE LABARCA",64,3,11,9,4,24,13,16,9,3,22,14
"457",1036,"ARABA/ALAVA","Abril","LAUDIO/LLODIO",1343,45,250,274,37,359,378,42,195,66,879,161
"458",1058,"ARABA/ALAVA","Abril","LEGUTIO",117,3,25,22,5,35,27,5,18,3,73,18
"459",1034,"ARABA/ALAVA","Abril","LEZA",15,1,4,4,2,2,2,8,0,NA,6,1
"460",1039,"ARABA/ALAVA","Abril","MOREDA DE ALAVA",12,NA,2,5,1,2,2,3,1,1,5,2
"461",1041,"ARABA/ALAVA","Abril","NAVARIDAS",2,0,1,0,NA,1,NA,1,0,NA,1,NA
"462",1042,"ARABA/ALAVA","Abril","OKONDO",78,3,7,20,2,30,16,4,12,3,53,6
"463",1043,"ARABA/ALAVA","Abril","OYON/OION",330,22,61,68,21,103,55,57,38,20,147,68
"464",1044,"ARABA/ALAVA","Abril","PEÑACERRADA-URIZAHARRA",10,0,5,2,0,2,1,NA,3,1,6,NA
"465",1047,"ARABA/ALAVA","Abril","RIBERA BAJA/ERRIBERA BEITIA",66,2,12,12,4,26,10,2,8,4,40,12
"466",1051,"ARABA/ALAVA","Abril","SALVATIERRA/AGURAIN",410,13,72,67,22,133,103,12,75,21,248,54
"467",1052,"ARABA/ALAVA","Abril","SAMANIEGO",9,NA,2,3,1,2,1,1,4,1,3,0
"468",1053,"ARABA/ALAVA","Abril","SAN MILLAN/DONEMILIAGA",30,3,5,8,1,4,9,0,7,3,19,1
"469",1054,"ARABA/ALAVA","Abril","URKABUSTAIZ",84,2,19,18,1,28,16,4,14,5,49,12
"470",1055,"ARABA/ALAVA","Abril","VALDEGOVÍA/GAUBEA",62,1,11,14,3,14,19,3,13,1,43,2
"471",1057,"ARABA/ALAVA","Abril","VILLABUENA DE ALAVA/ESKUERNAGA",9,1,1,2,0,3,2,4,4,0,1,NA
"472",1059,"ARABA/ALAVA","Abril","VITORIA-GASTEIZ",18443,790,3712,3627,703,5006,4605,452,2145,1034,12669,2143
"473",1060,"ARABA/ALAVA","Abril","YECORA/IEKORA",13,2,6,1,1,2,1,2,3,1,5,2
"474",1061,"ARABA/ALAVA","Abril","ZALDUONDO",5,0,2,2,0,0,1,NA,1,0,3,1
"475",1062,"ARABA/ALAVA","Abril","ZAMBRANA",19,0,4,2,2,5,6,2,3,0,13,1
"476",1018,"ARABA/ALAVA","Abril","ZIGOITIA",58,2,10,16,4,11,15,2,12,1,35,8
"477",1063,"ARABA/ALAVA","Abril","ZUIA",66,5,10,23,2,9,17,0,9,1,51,5
"478",33001,"ASTURIAS","Abril","ALLANDE",72,2,9,27,3,11,20,6,4,9,46,7
"479",33002,"ASTURIAS","Abril","ALLER",772,31,175,190,18,174,184,17,99,86,505,65
"480",33003,"ASTURIAS","Abril","AMIEVA",51,1,8,20,1,7,14,0,3,9,36,3
"481",33004,"ASTURIAS","Abril","AVILES",6918,262,1357,1529,255,1627,1888,128,701,742,4705,642
"482",33005,"ASTURIAS","Abril","BELMONTE DE MIRANDA",68,1,13,29,0,12,13,2,4,7,51,4
"483",33006,"ASTURIAS","Abril","BIMENES",132,2,25,38,4,30,33,2,16,14,89,11
"484",33007,"ASTURIAS","Abril","BOAL",66,3,18,21,0,15,9,0,12,8,42,4
"485",33008,"ASTURIAS","Abril","CABRALES",162,4,27,44,4,36,47,7,12,19,124,NA
"486",33009,"ASTURIAS","Abril","CABRANES",95,2,18,31,1,21,22,6,4,8,75,2
"487",33010,"ASTURIAS","Abril","CANDAMO",118,4,31,32,1,24,26,3,9,27,65,14
"488",33011,"ASTURIAS","Abril","CANGAS DEL NARCEA",760,41,164,157,32,192,174,46,99,83,487,45
"489",33012,"ASTURIAS","Abril","CANGAS DE ONIS",638,15,122,152,27,163,159,18,34,37,524,25
"490",33013,"ASTURIAS","Abril","CARAVIA",28,2,2,8,NA,10,6,2,2,1,23,NA
"491",33014,"ASTURIAS","Abril","CARREÑO",787,22,147,170,20,190,238,6,76,65,597,43
"492",33015,"ASTURIAS","Abril","CASO",57,0,15,20,NA,11,11,6,10,6,32,3
"493",33016,"ASTURIAS","Abril","CASTRILLON",1646,53,364,306,54,411,458,23,190,157,1183,93
"494",33017,"ASTURIAS","Abril","CASTROPOL",165,5,29,42,4,44,41,3,17,12,129,4
"495",33018,"ASTURIAS","Abril","COAÑA",173,2,41,34,5,63,28,5,27,17,118,6
"496",33019,"ASTURIAS","Abril","COLUNGA",204,6,45,54,4,39,56,7,23,22,145,7
"497",33020,"ASTURIAS","Abril","CORVERA DE ASTURIAS",1471,66,302,316,62,352,373,21,161,164,1002,123
"498",33021,"ASTURIAS","Abril","CUDILLERO",359,11,52,78,15,91,112,6,34,31,277,11
"499",33022,"ASTURIAS","Abril","DEGAÑA",79,4,30,9,2,14,20,2,34,5,33,5
"500",33023,"ASTURIAS","Abril","FRANCO, EL",191,7,29,41,5,61,48,4,24,23,130,10
"501",33024,"ASTURIAS","Abril","GIJÓN",24427,813,4559,5585,698,5619,7153,268,1965,2082,18296,1816
"502",33025,"ASTURIAS","Abril","GOZON",658,25,115,168,15,150,185,11,83,48,487,29
"503",33026,"ASTURIAS","Abril","GRADO",780,31,181,167,26,186,189,30,78,83,504,85
"504",33027,"ASTURIAS","Abril","GRANDAS DE SALIME",29,3,3,13,1,3,6,2,4,7,16,0
"505",33028,"ASTURIAS","Abril","IBIAS",47,2,14,19,NA,6,6,0,14,5,28,0
"506",33029,"ASTURIAS","Abril","ILLANO",12,NA,6,5,NA,0,1,0,1,3,8,NA
"507",33030,"ASTURIAS","Abril","ILLAS",52,4,8,18,1,11,10,NA,7,8,34,3
"508",33031,"ASTURIAS","Abril","LANGREO",4109,178,882,871,166,1005,1007,57,375,435,2709,533
"509",33032,"ASTURIAS","Abril","LAVIANA",953,35,195,208,19,269,227,22,124,93,629,85
"510",33033,"ASTURIAS","Abril","LENA",826,33,181,156,29,199,228,9,87,104,547,79
"511",33035,"ASTURIAS","Abril","LLANERA",997,45,188,219,24,244,277,21,86,91,722,77
"512",33036,"ASTURIAS","Abril","LLANES",1165,54,195,326,35,250,305,23,62,96,951,33
"513",33037,"ASTURIAS","Abril","MIERES",3733,139,814,774,128,885,993,61,355,395,2493,429
